,AWSMixed,AWSNegative,AWSNeutral,AWSPositive,GCPmagnitude,GCPscore,IBMscore,Azurescore
1,0.011949869804084301,0.0008736289455555379,0.14408573508262634,0.843090832233429,1.399999976158142,0.20000000298023224,0.622117,0.8574373722076416
2,0.003280740464106202,0.021868903189897537,0.8874009847640991,0.08744935691356659,0.0,0.0,0.570413,0.5
3,0.0024768735747784376,0.0028811341617256403,0.8169494867324829,0.1776925027370453,0.20000000298023224,0.0,0.91315,0.9861813187599182
4,0.0006042227614670992,0.006612931843847036,0.9907873272895813,0.0019954426679760218,0.20000000298023224,-0.20000000298023224,-0.329289,0.5
5,0.0005702368216589093,8.473110938211903e-05,0.7045791745185852,0.2947658896446228,1.2000000476837158,0.4000000059604645,0.879386,0.8018319606781006
6,0.0011004043044522405,0.00017307884991168976,0.8142853379249573,0.18444114923477173,1.100000023841858,0.10000000149011612,0.804086,0.5
7,0.0008967006579041481,0.00018186662055086344,0.9259528517723083,0.0729684829711914,1.5,0.10000000149011612,0.912579,0.5
8,0.001653734827414155,0.0008173015667125583,0.9048330783843994,0.09269581735134125,2.299999952316284,0.4000000059604645,0.901549,0.8709538578987122
9,0.005466762464493513,0.021638106554746628,0.9110832810401917,0.0618118979036808,0.0,0.0,0.638212,0.5
10,0.002839283552020788,0.008517330512404442,0.9379609823226929,0.050682395696640015,1.0,0.10000000149011612,0.643315,0.8887835741043091
11,0.001932393410243094,0.01981046050786972,0.9734618663787842,0.004795301705598831,0.10000000149011612,0.0,-0.564087,0.5
12,0.01026035938411951,0.017057329416275024,0.8968836069107056,0.07579871267080307,0.800000011920929,0.0,-0.59097,0.5
13,0.00016504958330187947,0.0002597847778815776,0.9944347739219666,0.005140495020896196,0.4000000059604645,0.0,-0.349359,0.5
14,0.0019677416421473026,0.014693141914904118,0.9659220576286316,0.01741703227162361,0.4000000059604645,0.0,-0.559251,0.5
15,0.0014670846285298467,0.0040398151613771915,0.9818521738052368,0.012640958651900291,0.4000000059604645,0.20000000298023224,0.280943,0.5
16,0.0017244722694158554,0.0011735829757526517,0.9264088273048401,0.07069314271211624,0.10000000149011612,0.10000000149011612,0.50767,0.7472063899040222
17,0.0006765133584849536,0.0010786739876493812,0.9881742000579834,0.010070618242025375,0.4000000059604645,-0.10000000149011612,0.672349,0.5
18,0.004107407759875059,0.016051074489951134,0.9515681266784668,0.028273414820432663,1.2000000476837158,0.20000000298023224,0.0,0.5
19,0.003333678003400564,0.00899583287537098,0.96021968126297,0.027450798079371452,0.800000011920929,-0.10000000149011612,-0.567235,0.5
20,0.0018819266697391868,0.012277398258447647,0.9835205674171448,0.002320190891623497,0.6000000238418579,-0.30000001192092896,0.0,0.5
21,0.011041919700801373,0.12110458314418793,0.7034435272216797,0.16440993547439575,0.0,0.0,0.0,0.7629642486572266
22,0.0005364170065149665,4.999481461709365e-05,0.9351599216461182,0.06425359845161438,2.200000047683716,0.30000001192092896,0.704663,0.5
23,0.0005833872128278017,0.0002800102229230106,0.9835304617881775,0.015606156550347805,1.2000000476837158,0.20000000298023224,0.42751,0.5
24,0.009483635425567627,0.1647181659936905,0.8127580881118774,0.01304011233150959,1.2000000476837158,0.0,-0.688073,0.5
25,0.0028701978735625744,0.00042725668754428625,0.5850763320922852,0.4116262197494507,0.30000001192092896,0.0,0.814066,0.5
26,0.00291268527507782,0.000637770805042237,0.8059511780738831,0.19049842655658722,0.8999999761581421,0.20000000298023224,0.88777,0.5
27,0.002213224768638611,0.004764489829540253,0.9758484363555908,0.017173824831843376,0.5,0.0,-0.282409,0.5
28,0.003970886580646038,0.00013579920050688088,0.042789045721292496,0.9531042575836182,1.899999976158142,0.30000001192092896,0.798727,0.9236706495285034
29,0.010807926766574383,0.02229306288063526,0.9103023409843445,0.056596703827381134,0.5,0.0,0.648545,0.5
30,0.004171556327491999,0.0031292312778532505,0.7762584090232849,0.21644078195095062,1.2999999523162842,0.20000000298023224,0.661659,0.5
31,0.011610416695475578,0.00725492974743247,0.9177972078323364,0.06333750486373901,0.699999988079071,0.0,0.567432,0.5
