,AWSMixed,AWSNegative,AWSNeutral,AWSPositive,GCPmagnitude,GCPscore,IBMscore,Azurescore
1,-0.06112410622139267,-0.10294618629947241,-0.504512845435194,0.6379992199419687,-0.053246753513382976,0.06926407066172509,0.22934573227582994,0.16947135906374608
2,-0.08238674276001998,-0.07542171875398705,0.299140125223394,-0.18476500103993643,-0.2754689757356052,-0.09740260014415306,0.06824179735583469,0.18233836470714698
3,-0.07969447323787313,-0.10265824014787228,-0.47330428717104056,0.6162240828704735,0.080086585118141,0.23593074146760323,0.04746601389635325,0.11237616964475426
4,-0.009258643043069921,0.5079463624319485,-0.2791662964805088,-0.20020774747816925,-0.2754689757356052,-0.09740260014415306,0.03176821419365451,-0.186547133070997
5,-0.025489818921405494,0.07871458826643399,0.13732996170563114,-0.19975396002550083,0.14675324118842636,-0.09740260014415306,-0.6379041335003127,-0.186547133070997
6,-0.02371165283025103,-0.045113582532552765,0.10115062901402139,-0.04592701301235403,0.25786437879049073,0.1525974122734814,0.20502838690110492,-0.186547133070997
7,0.402238735109189,0.012115416180245935,-0.1736894761343079,-0.05074397801939086,0.19119766973829888,-0.014069264741213982,-0.08086782062054435,0.10215667114891626
8,-0.008054259198369934,-0.08023404460389583,0.09601427436518072,-0.015500884133593342,0.36897548990160184,0.3192640706617251,0.21127329643848614,0.06095270577728001
9,0.3642130114165281,0.17770341101706802,-0.5066878609123625,0.14581372938442452,0.080086585118141,-0.014069264741213982,0.10503983093066953,0.260963763943984
10,0.08687389495521117,0.23689927842427985,-0.16113769143028175,-0.11073386793334906,0.080086585118141,-0.09740260014415306,-0.028897316998022005,0.05324167224692157
11,-0.08307568588632652,-0.10380722871699179,0.262280965367334,-0.12020911989320053,-0.031024525992970106,0.06926407066172509,0.24773470510112952,-0.186547133070997
12,0.16892875968004106,0.01598377221443605,-0.15026567143534872,0.04598475994898991,-0.0976911953087321,-0.09740260014415306,0.06634561905298428,-0.186547133070997
13,0.03308165981583719,-0.08630052855072985,-0.25524201085745146,0.321485941935123,0.057864357597728136,-0.09740260014415306,-0.10322507156985093,-0.186547133070997
14,-0.03983424297887539,0.03735690115702982,0.10932928937450632,-0.12444129641031229,-0.2088023064198432,-0.18073593554709214,0.07359979460196288,-0.186547133070997
15,-0.053158869024362454,0.8956318255849506,-0.6226517648741735,-0.20236453793477893,0.16897546870883925,-0.09740260014415306,-0.5814941986217106,-0.186547133070997
16,0.19638071171462673,0.3229901118905994,-0.3525380291175557,-0.05886943310266515,0.7245310242643949,0.06926407066172509,-0.02481764220325364,0.22701621103544506
17,0.0512456514082852,-0.06468972745451575,0.04390609023294409,-0.009500849247527029,-0.031024525992970106,-0.014069264741213982,-0.1150355535704621,-0.186547133070997
18,0.250276604374628,0.08777135771502076,-0.30741801630072474,0.09206650476148706,0.36897548990160184,0.06926407066172509,0.17459700785901894,-0.186547133070997
19,-0.07096071981407516,-0.08941855789026235,0.2108117604154176,-0.0886742022751701,-0.2088023064198432,-0.09740260014415306,0.06561941015561654,-0.186547133070997
