,AWSMixed,AWSNegative,AWSNeutral,AWSPositive,GCPmagnitude,GCPscore,IBMscore,Azurescore
1,-0.07155208739159107,-0.13381074480943514,-0.5169657021667042,0.6093947015519788,0.1254882719549643,0.017755681062925407,0.11454624137159013,0.26655943829158835
2,-0.09303411240667589,-0.08335993023608651,0.258797421096576,-0.18467527175045562,-0.3120117140751973,-0.1640624995237555,0.08606952850865711,-0.12203725734268933
3,-0.09502608737303174,-0.1289867890831449,0.18527051017284107,-0.08984276885687892,-0.24951171407519732,-0.1640624995237555,0.27483680253973897,0.40652653771416286
4,-0.09966649934964839,-0.12001942668078446,0.3666968783116732,-0.2744749844711756,-0.24951171407519732,-0.34588068011043643,-0.4094541353511315,-0.12203725734268933
5,-0.09975071620470831,-0.13570643514369343,0.06799490685045709,0.03318443948524376,0.0629882952380283,0.19957386164960633,0.25624079965593755,0.2061066684922085
6,-0.098436965921271,-0.135494139013452,0.1824900635176031,-0.08275091680891028,0.0317382882531091,-0.07315340923041505,0.21476825442580344,-0.12203725734268933
7,-0.09894174173660349,-0.13547302234777425,0.29903218927970543,-0.1998925772589315,0.15673827893988349,-0.07315340923041505,0.27452231617418243,-0.12203725734268933
8,-0.09706581783133977,-0.13394609727553478,0.27699047632811746,-0.1791620001318054,0.4067382603134323,0.19957386164960633,0.2684473869060765,0.28125421305365983
9,-0.08761716942956665,-0.08391452543254074,0.28351351851696477,-0.21161653563873647,-0.3120117140751973,-0.1640624995237555,0.12341079137795143,-0.12203725734268933
10,-0.09412803868884217,-0.11544323191509742,0.3115645096704298,-0.22331203384663104,0.0004882812681898938,-0.07315340923041505,0.12622134115629635,0.3006382208276622
11,-0.09637530435389124,-0.08830628668050582,0.3486151106176895,-0.27153273730255023,-0.2807617140751973,-0.1640624995237555,-0.5387724710077718,-0.12203725734268933
12,-0.07573867911050315,-0.0949219519288698,0.2686939872928558,-0.19691841491420436,-0.0620117140751973,-0.1640624995237555,-0.5535786653427213,-0.12203725734268933
13,-0.10075476655957369,-0.1352857880939303,0.37050354660307155,-0.2711699890209709,-0.18701171407519732,-0.1640624995237555,-0.420507973103705,-0.12203725734268933
14,-0.09628771175119429,-0.10060300109546669,0.34074616727590734,-0.25826912276980996,-0.18701171407519732,-0.1640624995237555,-0.5361089752742668,-0.12203725734268933
15,-0.09752833535579436,-0.12620252441564067,0.3573716793778128,-0.2632880858304318,-0.18701171407519732,0.017755681062925407,-0.07336018819475466,-0.12203725734268933
16,-0.09689053108234918,-0.13308996712480542,0.2995080694710509,-0.20228363100305397,-0.2807617140751973,-0.07315340923041505,0.051512929499702244,0.1467191562999694
